NC_000001.11	739025	740128	2	2	1	1	0	17
NC_000001.11	2400936	2402206	1	1	1	2	0	21
NC_000001.11	3839120	3839607	2	2	1	2	0	50
NC_000001.11	6186817	6192929	2	2	1	0	2	29
NC_000001.11	6532761	6533279	2	2	1	1	0	8
NC_000001.11	6645979	6651528	2	2	1	2	0	24
NC_000001.11	6651603	6652828	2	2	1	2	0	58
NC_000001.11	7773512	7777159	1	1	1	1	0	47
NC_000001.11	9047735	9057447	2	2	1	2	0	43
NC_000001.11	10272307	10274914	1	1	0	2	0	39
NC_000001.11	10274954	10275427	1	1	0	2	0	39
NC_000001.11	10276400	10277985	1	1	1	4	0	42
NC_000001.11	10278129	10282399	1	1	1	1	0	3
NC_000001.11	10291162	10292046	1	1	1	1	0	37
NC_000001.11	10292123	10295085	1	1	1	1	0	37
NC_000001.11	10295166	10295659	1	1	1	1	0	72
NC_000001.11	13610517	13613686	1	1	1	2	0	39
NC_000001.11	13613726	13614299	1	1	1	2	0	39
NC_000001.11	15633566	15638306	1	1	1	1	0	38
NC_000001.11	15922350	15928090	1	1	1	2	0	44
NC_000001.11	16590002	16591846	2	2	1	0	2	47
NC_000001.11	19120349	19121188	2	2	1	2	0	37
NC_000001.11	19123061	19124540	2	2	1	1	0	71
NC_000001.11	19124691	19126445	2	2	1	1	0	39
NC_000001.11	19183897	19184015	2	2	1	1	0	58
NC_000001.11	19184176	19185098	2	2	1	1	0	5
NC_000001.11	19187302	19187440	2	2	1	1	0	4
NC_000001.11	19187541	19192187	2	2	1	2	0	46
NC_000001.11	19357564	19378539	2	2	1	1	0	57
NC_000001.11	19378654	19385504	2	2	1	2	0	69
NC_000001.11	19385627	19419660	2	2	1	4	0	57
NC_000001.11	19419751	19485435	2	2	1	2	0	9
NC_000001.11	19623584	19626386	1	1	1	1	0	19
NC_000001.11	20745092	20745542	2	2	1	1	0	46
NC_000001.11	20745657	20747543	2	2	1	1	0	54
NC_000001.11	20747656	20749722	2	2	1	2	0	45
NC_000001.11	20807501	20810737	2	2	1	1	0	23
NC_000001.11	20829273	20840855	2	2	1	1	0	69
NC_000001.11	20841029	20849414	2	2	1	1	0	33
NC_000001.11	21704393	21705726	2	2	1	2	0	63
NC_000001.11	22078584	22081721	1	1	1	1	0	43
NC_000001.11	22086867	22089942	1	1	1	1	0	27
NC_000001.11	22491534	22501491	1	1	1	1	0	28
NC_000001.11	22501685	22502298	1	1	1	3	0	72
NC_000001.11	22502442	22506048	1	1	1	2	0	69
NC_000001.11	23692760	23693806	1	1	1	4	0	67
NC_000001.11	23693914	23694659	1	1	1	6	0	75
NC_000001.11	23694792	23695797	1	1	1	3	0	69
NC_000001.11	23848840	23854359	2	2	1	1	0	30
NC_000001.11	23865626	23865909	2	2	1	1	0	60
NC_000001.11	23865992	23866656	2	2	0	1	0	29
